,Prediction,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1179,1,2,0,0,2,3,1,0,1,3,1,0,3,3,3,3,1,3,1,1,3,3,3,3,3,0,1,0,1,0,2,2,3,2,3,1,3,2,0,0,2,1,0,2,1,1,0,3,2,2,1,0,2,0,0,2,3,0,1,1,3
1180,1,0,0,3,3,2,0,2,0,1,0,3,2,3,1,1,1,3,2,3,3,3,3,3,0,3,3,0,1,0,2,3,2,2,1,0,0,3,2,0,2,2,0,3,2,0,1,3,3,2,3,3,1,3,3,3,2,0,0,2,1
1181,1,0,1,1,0,2,2,1,3,1,1,1,3,1,1,1,3,1,2,1,3,1,3,1,3,1,1,2,1,0,2,3,2,1,3,1,1,3,3,1,1,0,2,2,0,1,1,3,2,2,0,1,1,3,1,3,2,1,1,1,3
1182,1,3,0,1,1,3,0,0,0,1,0,0,1,0,3,2,3,2,1,3,1,1,0,1,0,3,3,3,1,0,2,0,0,1,1,3,0,3,1,3,3,1,3,3,1,2,0,1,0,1,0,3,2,2,2,0,3,0,0,1,2
1183,1,1,1,3,0,0,1,1,0,1,0,0,2,0,1,1,1,1,1,3,3,1,3,3,3,1,3,3,1,0,2,3,2,2,3,2,3,3,1,3,1,1,0,3,2,3,1,1,3,3,3,2,3,0,1,0,0,2,2,0,2
1184,1,1,0,1,0,0,0,0,0,3,3,1,3,3,1,3,3,3,1,3,1,3,3,3,1,2,3,2,1,0,2,0,2,3,2,3,0,2,0,3,1,1,1,0,0,0,0,0,3,3,0,1,1,1,0,0,0,2,0,0,2
1185,1,3,1,3,3,0,0,3,0,0,1,0,0,3,2,1,0,3,3,0,3,0,1,3,3,3,1,3,3,0,2,0,0,3,3,0,1,0,0,2,0,0,3,1,1,1,0,0,0,1,3,1,0,1,1,0,2,2,0,3,2
1186,1,0,0,0,1,3,2,0,2,1,3,2,0,3,2,0,3,0,0,3,3,0,3,3,0,3,3,1,3,0,2,2,1,1,0,1,0,2,0,0,1,3,2,0,0,0,1,0,3,1,3,3,1,0,2,3,2,3,1,3,0
1187,1,1,3,3,3,0,0,0,0,0,0,3,3,0,0,1,0,3,3,3,3,3,1,3,3,3,3,0,3,0,2,2,2,0,3,1,3,2,0,0,0,1,0,0,1,0,3,3,1,0,3,2,3,2,3,2,0,0,3,0,3
1188,1,3,1,3,3,0,0,3,0,0,1,0,0,3,2,1,0,3,3,0,3,0,1,3,3,3,1,3,3,0,2,0,0,3,3,0,1,0,0,2,0,0,3,1,1,1,0,0,0,1,3,1,0,1,1,0,2,2,0,3,2
1189,1,0,0,0,1,3,2,0,2,1,3,2,0,3,2,0,3,0,0,3,3,0,3,3,0,3,3,1,3,0,2,2,1,1,0,1,0,2,0,0,1,3,2,0,0,0,1,0,3,1,3,3,1,0,2,3,2,3,1,3,0
1190,1,1,3,3,3,0,0,0,0,0,0,3,3,0,0,1,0,3,3,3,3,3,1,3,3,3,3,0,3,0,2,2,2,0,3,1,3,2,0,0,0,1,0,0,1,0,3,3,1,0,3,2,3,2,3,2,0,0,3,0,3
1191,1,3,1,3,3,0,0,3,0,0,1,0,0,3,2,1,0,3,3,0,3,0,1,3,3,3,1,3,3,0,2,0,0,3,3,0,1,0,0,2,0,0,3,1,1,1,0,0,0,1,3,1,0,1,1,0,2,2,0,3,2
1192,1,0,0,0,1,3,2,0,2,1,3,2,0,3,2,0,3,0,0,3,3,0,3,3,0,3,3,1,3,0,2,2,1,1,0,1,0,2,0,0,1,3,2,0,0,0,1,0,3,1,3,3,1,0,2,3,2,3,1,3,0
1193,1,1,3,3,3,0,0,0,0,0,0,3,3,0,0,1,0,3,3,3,3,3,1,3,3,3,3,0,3,0,2,2,2,0,3,1,3,2,0,0,0,1,0,0,1,0,3,3,1,0,3,2,3,2,3,2,0,0,3,0,3
1194,1,0,0,0,0,0,3,2,0,3,3,2,3,0,3,3,3,1,1,3,3,3,1,1,3,1,3,1,1,0,2,0,1,3,1,3,2,0,2,2,0,3,3,1,1,3,2,3,3,1,1,3,2,3,0,1,0,3,0,0,0
1195,1,0,3,3,3,2,1,0,3,3,3,3,0,0,0,0,0,3,3,3,3,1,1,3,1,0,3,3,3,0,2,1,0,1,1,0,0,1,3,2,3,2,1,0,1,3,2,0,0,2,0,0,0,3,1,3,3,3,1,0,2
1196,1,0,3,0,1,1,3,0,3,3,2,3,1,0,3,3,3,3,3,1,3,3,3,3,3,3,1,0,1,0,2,0,0,0,0,0,2,3,2,3,2,2,0,2,0,0,2,0,0,0,2,0,1,2,2,0,2,0,2,3,0
1197,1,0,0,0,0,0,3,2,0,3,3,2,3,0,3,3,3,1,1,3,3,3,1,1,3,1,3,1,1,0,2,0,1,3,1,3,2,0,2,2,0,3,3,1,1,3,2,3,3,1,1,3,2,3,0,1,0,3,0,0,0
1198,1,0,3,3,3,2,1,0,3,3,3,3,0,0,0,0,0,3,3,3,3,1,1,3,1,0,3,3,3,0,2,1,0,1,1,0,0,1,3,2,3,2,1,0,1,3,2,0,0,2,0,0,0,3,1,3,3,3,1,0,2
1199,1,0,3,0,1,1,3,0,3,3,2,3,1,0,3,3,3,3,3,1,3,3,3,3,3,3,1,0,1,0,2,0,0,0,0,0,2,3,2,3,2,2,0,2,0,0,2,0,0,0,2,0,1,2,2,0,2,0,2,3,0
1200,1,2,2,2,1,2,1,3,2,3,1,1,3,2,3,3,3,3,1,3,1,1,3,2,3,2,3,2,1,0,2,0,1,1,2,3,3,2,2,2,2,2,2,2,3,2,0,0,3,3,0,1,3,3,1,3,3,1,2,0,1
1201,1,1,3,2,0,3,3,2,2,1,1,1,3,1,3,1,3,1,3,3,1,1,1,3,3,3,1,0,1,0,2,0,0,0,1,0,2,3,3,2,3,2,1,3,1,3,3,3,1,2,0,2,0,3,1,3,0,1,2,0,0
1202,1,3,2,3,2,0,0,3,2,3,2,2,0,2,3,3,0,3,0,3,2,3,2,3,0,1,0,3,0,1,0,3,2,3,0,3,2,3,2,2,2,2,2,3,2,2,3,0,3,2,1,0,3,0,3,0,3,2,2,2,3
1203,1,0,0,1,3,3,2,2,0,1,0,1,1,3,2,3,2,1,1,3,3,1,1,0,3,2,0,0,1,0,2,1,1,0,2,0,0,1,3,2,1,0,2,0,0,2,0,0,0,1,0,2,3,3,2,3,2,1,3,1,3
1204,1,2,0,1,0,1,3,2,0,2,3,0,2,2,0,1,1,3,1,1,0,0,1,3,1,3,3,0,1,0,2,0,3,1,1,1,3,3,1,1,1,1,3,2,0,0,2,3,0,3,3,3,2,0,0,2,0,2,1,3,2
1205,1,1,1,3,2,0,0,1,0,2,2,1,3,1,3,2,1,3,3,1,1,1,0,3,1,1,3,3,1,0,2,2,3,3,1,0,0,1,0,3,1,2,2,3,2,2,1,1,1,1,0,1,0,3,1,1,3,1,1,0,3
1206,1,1,1,1,1,0,3,1,1,3,2,0,0,2,2,2,1,1,3,3,0,3,2,3,1,3,3,1,1,0,2,2,3,2,0,0,1,2,1,3,0,3,2,2,1,3,1,1,0,0,2,0,0,2,0,2,1,0,3,2,2
1207,1,2,0,3,1,1,1,1,1,3,2,0,1,1,1,0,2,1,0,1,1,1,1,1,3,1,1,2,1,0,2,2,3,2,1,1,2,3,2,1,1,1,1,3,1,0,3,1,1,0,2,3,1,3,1,2,2,0,3,3,2
1208,1,3,1,1,3,1,0,3,2,1,0,3,1,1,0,1,1,1,1,1,3,3,1,1,3,1,1,1,1,0,2,2,0,0,3,0,2,1,1,0,2,2,3,1,3,2,2,1,3,2,2,2,3,1,2,2,1,0,1,0,0
1209,1,2,1,1,0,1,0,2,1,1,1,0,2,3,3,3,3,3,1,3,1,3,2,0,1,1,1,0,3,0,2,3,1,3,3,2,1,2,1,1,1,1,0,2,2,0,2,3,1,3,3,1,0,2,3,2,3,2,3,2,0
1210,1,1,3,1,0,1,3,2,3,2,3,1,3,1,3,1,1,3,1,1,3,3,3,0,1,1,1,3,3,0,2,2,2,3,2,0,3,3,1,3,2,2,2,2,2,3,1,1,0,1,3,3,2,3,1,3,2,3,0,0,3
1211,1,3,2,2,0,0,1,0,0,1,1,3,1,3,1,3,1,3,0,1,0,0,3,1,1,1,3,1,1,0,2,0,3,1,3,3,1,2,1,0,0,0,3,0,1,3,2,3,2,2,0,1,0,0,3,2,1,1,1,2,1
1212,1,2,2,2,1,1,1,1,3,1,3,2,0,3,1,0,1,1,3,1,1,0,1,3,1,1,3,0,3,0,2,2,3,0,3,2,0,2,0,1,0,2,0,2,1,3,2,2,1,1,0,3,2,1,2,1,1,0,2,3,1
1213,1,1,1,3,1,1,3,1,0,1,3,3,3,3,2,1,1,1,1,3,2,3,1,0,1,1,3,3,3,0,2,2,0,0,2,3,0,0,0,0,2,2,1,1,3,0,1,0,0,2,1,1,1,0,2,0,3,3,2,1,1
1214,1,2,2,2,2,1,1,3,2,0,3,2,2,0,1,3,2,3,1,1,1,1,0,3,1,1,3,2,1,0,2,0,3,3,2,0,2,2,0,2,0,2,1,0,1,1,0,1,0,2,3,2,2,3,1,0,1,1,0,1,0
1215,1,0,1,1,1,3,2,1,1,1,1,3,1,1,3,1,3,1,3,2,3,2,1,1,1,1,3,2,1,0,2,0,0,2,2,1,1,0,2,1,3,3,2,2,0,2,0,0,1,0,2,1,1,3,2,0,2,2,2,0,2
1216,1,3,3,0,3,0,0,1,3,3,2,2,2,1,3,3,2,2,3,1,3,3,1,3,2,3,3,0,1,0,2,3,1,3,3,2,2,3,2,0,3,2,1,1,3,3,2,2,0,1,0,2,1,0,2,1,0,0,1,3,1
1217,1,1,0,0,0,3,3,0,1,1,3,2,3,2,1,1,3,3,3,3,1,1,0,3,1,1,3,2,1,0,2,0,3,3,1,3,1,0,1,0,2,1,1,0,1,0,2,3,2,2,0,1,0,0,3,2,1,1,0,0,3
1218,1,3,1,3,1,0,3,0,1,1,3,3,3,3,1,3,1,3,2,2,2,2,3,1,0,3,3,1,1,0,2,2,3,0,3,2,0,2,0,1,0,2,0,2,3,3,2,0,0,1,1,3,2,1,2,1,0,3,2,0,2
1219,1,3,1,1,3,2,0,1,3,2,3,2,2,0,1,3,2,3,1,1,1,3,2,2,1,3,3,2,1,0,2,2,0,2,0,3,2,0,0,3,2,1,1,1,3,2,0,2,0,2,2,1,1,0,2,2,3,2,2,2,3
1220,1,1,3,2,2,3,2,3,2,0,0,3,2,2,1,0,3,3,1,3,1,3,3,3,3,3,3,2,1,0,2,0,1,0,2,0,2,2,0,2,1,3,2,0,0,1,1,2,1,2,0,2,2,3,2,2,1,1,0,1,1
1221,1,3,0,0,3,1,2,3,3,2,0,3,3,1,1,1,3,3,1,1,1,3,1,1,1,3,1,0,1,0,2,0,0,0,2,1,0,3,1,1,1,3,2,2,0,2,0,0,1,0,2,1,1,3,2,2,0,2,2,0,2
1222,1,3,0,0,3,2,0,3,1,1,3,2,3,1,1,3,3,3,3,1,3,0,3,3,3,3,1,0,1,0,2,1,1,3,1,3,1,1,3,1,1,3,1,1,1,0,2,3,3,1,3,1,1,3,1,3,2,2,0,3,1
1223,1,2,2,3,0,0,1,2,3,1,1,3,1,3,3,1,1,1,0,1,1,3,1,3,3,1,1,1,1,0,2,3,2,0,1,1,3,1,1,3,1,1,0,2,1,1,2,1,1,0,0,0,3,1,1,2,1,0,1,1,0
1224,1,3,2,3,2,2,3,0,3,1,3,1,3,3,3,1,3,1,0,3,1,3,3,3,1,1,1,3,1,0,2,3,2,0,3,1,3,2,3,0,1,1,0,3,2,3,3,3,1,0,1,0,1,1,0,2,3,2,2,3,3
1225,1,3,1,3,1,0,0,3,1,1,3,3,3,1,1,1,3,2,3,0,0,1,3,1,1,3,2,1,1,0,2,0,2,3,3,1,1,3,2,2,0,3,2,0,3,2,0,1,0,3,3,0,1,3,2,0,3,2,0,1,0
1226,1,0,1,3,1,0,1,1,3,3,2,3,1,1,1,1,1,3,3,1,3,1,1,0,3,3,0,3,1,0,2,2,3,3,2,2,1,1,1,0,3,0,0,0,2,1,1,1,3,1,3,2,1,0,1,3,2,0,2,0,0
1227,1,1,1,0,1,3,2,2,1,3,2,1,1,3,3,1,3,3,3,1,1,1,0,1,0,2,2,3,2,0,2,3,0,1,1,1,1,1,0,1,2,3,1,2,2,2,2,3,1,1,0,3,2,3,2,1,1,1,2,1,1
1228,1,0,0,2,2,0,1,3,3,0,2,3,2,0,1,1,1,0,1,2,0,1,1,1,1,3,3,0,1,0,2,3,2,3,1,3,0,1,0,3,3,2,2,2,1,1,0,2,1,0,2,2,0,1,1,3,3,3,3,0,2
1229,1,3,2,2,1,0,1,1,0,0,1,1,1,2,2,1,1,1,3,1,1,3,3,2,3,1,1,0,1,0,2,2,2,1,0,1,1,0,2,1,1,1,1,0,2,0,0,2,2,3,2,2,1,1,1,2,2,1,2,1,2
1230,1,1,3,1,0,1,3,2,2,1,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,3,1,2,1,0,2,2,3,2,3,1,3,1,1,3,2,1,0,1,1,3,2,1,2,1,3,2,2,3,3,1,1,3,2,1,0
1231,1,2,3,2,0,1,1,3,1,3,1,0,3,2,1,3,1,1,3,1,3,3,1,3,3,1,1,1,1,0,2,2,1,3,2,1,3,2,1,3,1,1,3,2,1,3,2,1,1,1,1,2,3,2,2,2,1,3,2,3,0
1232,1,2,2,2,1,2,2,2,3,1,3,1,0,0,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,0,2,2,1,3,1,1,1,0,1,3,1,1,0,3,2,0,2,2,3,0,3,3,3,1,0,2,1,2,1,1,2
1233,1,2,2,2,1,2,2,2,2,1,3,2,0,1,1,2,0,2,2,2,2,2,3,2,2,2,2,1,1,0,2,2,3,3,1,3,1,0,1,0,1,1,1,3,1,1,0,2,3,2,2,0,3,2,0,3,3,2,2,1,3
1234,1,2,3,2,1,3,3,2,0,0,3,3,3,3,1,3,2,0,1,3,1,3,3,1,1,3,3,3,1,0,2,0,1,1,1,1,1,1,1,0,0,2,0,1,0,1,0,1,2,3,2,0,1,1,1,0,1,1,0,1,1
1235,1,0,2,0,2,0,1,1,1,3,1,0,1,1,3,3,1,0,1,1,3,1,1,3,3,3,1,1,1,0,2,0,2,1,0,2,3,1,3,3,1,1,1,3,2,1,1,1,0,1,1,0,3,1,1,1,1,0,3,1,0
1236,1,2,2,1,1,3,1,3,1,0,1,0,2,2,0,1,0,3,3,3,3,1,3,3,1,1,1,0,1,0,2,0,3,3,2,0,0,0,0,2,2,0,2,2,2,0,2,1,3,0,1,3,1,3,1,0,2,2,1,3,2
1237,1,2,3,2,2,2,3,3,2,3,3,2,0,2,2,2,2,0,0,1,0,2,2,2,2,0,1,0,3,0,2,1,3,2,3,2,1,3,0,3,2,0,2,2,3,3,3,1,3,3,3,2,0,1,3,3,1,0,0,3,2
1238,1,0,3,2,0,0,3,3,3,2,3,3,1,0,3,2,0,0,3,0,3,3,3,3,3,1,3,2,3,0,2,3,2,3,2,0,0,0,1,0,2,1,3,2,1,1,1,3,2,3,2,3,2,2,2,0,1,3,2,0,2
1239,1,2,2,2,1,2,2,2,3,1,3,1,0,2,1,3,1,1,3,1,1,3,1,2,1,3,1,1,1,0,2,2,1,3,1,1,1,0,1,3,1,1,0,3,2,0,2,2,3,0,3,3,3,1,3,0,1,0,1,1,0
1240,1,2,2,2,0,1,1,2,2,2,1,3,2,0,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,0,2,2,3,3,1,3,1,0,1,0,1,1,0,3,2,1,0,2,2,3,2,0,3,2,3,0,3,2,2,1,3
1241,1,0,3,2,1,1,3,2,0,0,3,3,3,3,1,3,2,0,1,3,1,3,3,1,1,3,2,3,1,0,2,0,1,1,1,1,1,1,1,0,0,2,0,1,0,1,0,3,0,3,2,0,1,1,1,0,1,1,0,1,1
1242,1,0,2,2,2,3,1,1,1,3,1,0,1,1,3,3,1,1,1,1,1,1,3,3,3,3,1,1,1,0,2,0,2,1,1,0,3,1,3,3,1,1,1,0,2,1,1,1,0,1,1,0,3,1,1,1,1,0,3,1,2
1243,1,2,2,1,0,3,1,3,1,0,1,0,2,2,0,1,0,3,3,3,3,1,3,3,1,1,1,0,1,0,2,0,3,0,2,0,0,0,0,2,2,0,2,2,2,0,2,1,3,0,1,3,1,3,1,0,2,2,1,3,2
1244,1,3,2,0,1,1,0,2,2,3,1,1,3,2,3,3,3,3,3,0,3,3,1,3,0,1,3,1,1,0,2,2,1,2,2,1,0,0,1,0,2,3,2,1,1,1,0,2,2,2,1,3,1,3,2,0,3,2,3,2,3
1245,1,3,2,0,0,3,3,3,2,3,3,1,0,3,2,0,0,3,0,3,3,3,3,3,3,1,3,0,3,0,2,3,2,3,2,0,2,0,1,0,2,1,3,2,1,1,3,3,2,3,2,3,2,2,2,0,1,3,2,0,2
1246,1,2,2,2,1,2,2,2,3,1,3,1,0,2,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,0,2,2,1,3,1,1,1,0,1,3,1,1,0,3,2,0,2,2,3,0,3,3,3,1,1,0,1,0,1,1,3
1247,1,2,2,0,1,2,2,2,2,1,3,2,0,1,1,2,1,2,2,2,2,2,1,2,2,2,3,1,1,0,2,2,2,3,1,3,1,0,1,0,1,1,1,3,1,1,0,2,0,0,3,0,3,2,3,0,3,2,2,1,3
1248,1,2,1,2,1,1,3,2,0,0,3,3,3,3,1,3,2,0,1,3,1,3,3,1,1,1,0,3,1,0,2,0,1,1,1,1,1,1,0,0,0,2,0,1,0,1,0,1,2,3,2,0,1,1,1,0,1,1,0,1,1
1249,1,0,2,2,2,1,1,1,1,3,1,0,3,1,3,3,1,1,1,3,3,1,1,3,3,3,1,1,1,0,2,0,2,1,1,2,3,1,3,3,1,1,1,0,2,3,1,1,0,1,1,2,3,1,1,1,1,0,3,1,2
1250,1,3,1,1,1,1,3,1,0,1,0,2,2,2,0,0,0,3,3,3,3,1,3,3,1,1,1,0,1,0,2,2,3,2,2,0,0,0,0,2,2,0,2,2,2,0,2,1,3,0,1,3,1,3,1,0,2,2,1,3,2
1251,1,3,2,0,1,1,0,2,2,3,1,1,3,2,3,3,3,3,3,2,3,3,1,3,0,1,3,1,1,0,2,2,1,0,2,1,2,0,1,0,2,3,2,1,1,1,0,2,2,2,1,3,1,3,2,0,3,2,3,2,3
1252,1,3,3,2,1,3,1,0,2,1,1,3,1,2,1,3,2,1,3,3,2,1,1,3,1,1,3,2,1,0,2,0,1,2,1,1,2,1,1,0,2,2,1,1,2,0,2,1,1,0,2,3,3,1,1,2,2,2,3,2,3
1253,1,2,1,1,1,1,1,0,0,1,1,0,1,2,1,3,1,3,2,3,3,2,1,3,1,3,3,2,1,0,2,1,2,0,0,2,1,1,1,0,1,1,0,1,2,0,1,2,1,1,0,2,1,2,1,1,2,1,2,0,1
1254,1,1,1,3,0,0,0,3,2,3,1,2,2,1,2,3,1,3,3,3,2,2,3,2,3,1,2,3,1,0,2,3,2,1,0,1,0,1,2,0,2,2,2,2,2,1,3,2,2,0,1,3,3,1,2,1,1,3,2,3,2
1255,1,3,1,0,1,3,3,3,3,3,1,1,1,3,3,1,3,3,3,3,3,1,1,3,3,0,3,1,1,0,2,2,2,0,0,1,1,2,0,0,2,0,1,2,3,2,3,3,3,2,1,0,0,0,3,2,3,1,1,1,1
1256,1,3,0,1,0,0,3,2,0,3,2,2,3,1,2,1,3,3,3,1,1,3,1,3,1,3,3,3,1,0,2,2,1,1,3,2,3,2,2,3,1,0,0,0,3,1,2,2,2,0,2,0,1,0,0,2,1,1,1,0,2
1257,1,3,1,1,2,1,3,2,0,1,2,1,3,2,1,3,3,3,2,2,1,3,2,3,1,3,1,1,1,0,2,0,3,2,3,2,2,3,2,2,3,2,1,3,2,0,0,1,3,1,1,0,0,2,0,2,2,0,1,1,0
1258,1,1,1,0,1,1,1,3,1,1,0,2,1,1,1,1,1,0,1,1,3,1,1,3,1,1,3,2,1,0,2,0,1,0,0,2,1,3,2,2,3,2,3,1,3,0,0,2,0,0,1,3,0,1,1,1,2,2,0,1,1
1259,1,2,1,1,3,2,1,3,2,0,0,1,3,1,0,1,0,1,3,2,3,3,3,1,3,1,1,0,1,0,2,1,2,1,0,3,2,0,2,0,2,1,1,1,0,2,1,1,1,2,2,1,0,1,1,1,1,3,2,3,2
1260,1,0,0,1,3,2,0,0,0,2,3,0,1,3,1,1,1,3,1,1,3,3,3,3,1,3,2,2,1,0,2,2,0,1,2,0,1,0,0,1,3,3,0,0,3,2,1,1,3,2,1,1,3,0,3,3,0,1,0,0,0
1261,1,0,1,0,2,1,3,2,1,0,3,3,1,3,1,0,3,2,1,3,3,1,1,3,2,1,1,2,1,0,2,3,3,1,3,3,1,1,1,1,0,0,3,1,1,0,2,2,3,1,3,1,1,2,2,0,2,2,1,3,2
1262,1,1,2,1,3,1,0,2,1,1,1,2,1,3,1,1,3,3,3,1,0,1,1,1,3,1,3,2,1,0,2,2,0,2,0,2,1,1,3,1,2,3,2,2,1,0,2,2,1,1,0,2,3,2,2,0,2,2,2,0,1
1263,1,2,2,2,2,1,0,2,2,0,1,3,1,1,0,1,1,1,2,0,3,1,0,3,3,1,1,1,1,0,2,0,3,3,1,0,2,1,0,2,1,2,0,1,3,2,1,0,2,2,0,2,2,0,2,1,3,0,2,0,1
1264,1,3,2,2,1,1,0,2,1,1,3,1,3,0,0,1,3,1,1,0,2,1,1,1,1,1,3,3,1,0,2,1,0,3,1,3,1,1,2,2,1,3,0,1,2,0,1,0,3,1,1,1,3,2,0,2,2,2,1,0,1
1265,1,1,3,1,1,1,1,0,1,1,1,0,1,1,3,2,3,1,1,0,1,1,1,2,1,1,1,2,1,0,2,0,3,1,2,1,3,3,1,1,3,2,2,0,2,1,1,0,2,2,1,0,0,2,0,0,1,3,1,1,0
1266,1,3,1,1,2,1,3,2,0,1,2,1,3,2,1,3,3,3,2,2,1,3,2,3,1,3,1,1,1,0,2,0,3,2,3,2,2,3,2,2,3,2,1,3,2,0,0,1,3,1,1,0,0,2,0,2,2,0,1,1,0
1267,1,1,1,0,1,1,1,3,1,1,0,2,1,1,1,1,1,0,0,1,3,1,1,3,1,1,3,2,1,0,2,0,1,0,0,2,1,3,2,2,3,2,3,1,3,0,0,2,0,0,1,3,0,1,1,1,2,2,0,1,3
1268,1,1,1,3,2,1,3,2,2,0,0,1,3,1,0,1,0,1,3,2,3,3,3,1,3,1,1,0,1,0,2,1,2,1,0,3,2,0,2,0,2,1,1,1,0,2,1,1,1,2,2,1,0,1,1,1,1,3,2,3,2
1269,1,0,0,1,3,2,0,0,0,2,3,0,1,3,1,1,1,3,1,1,3,3,3,3,1,3,2,2,1,0,2,2,0,1,2,0,1,0,0,1,3,3,0,0,3,2,1,1,3,2,1,1,3,0,3,3,0,1,0,0,0
1270,1,0,1,0,2,1,3,2,1,0,3,3,1,3,1,0,3,2,1,3,3,1,1,3,2,1,1,2,1,0,2,3,3,1,3,3,1,1,1,1,0,0,3,1,1,0,2,2,3,1,3,1,1,2,2,0,2,2,1,3,2
1271,1,1,2,1,3,1,0,2,1,1,1,2,1,3,1,1,3,3,3,1,0,1,1,1,3,1,3,2,1,0,2,2,0,2,0,2,1,1,3,1,2,3,2,2,1,0,2,2,1,1,0,2,3,2,2,0,2,2,2,0,1
1272,1,2,2,2,2,1,0,2,2,0,1,3,1,1,0,1,1,1,2,0,3,1,0,3,3,1,1,1,1,0,2,0,3,3,1,0,2,1,0,2,1,2,0,1,3,2,1,0,2,2,0,2,2,0,2,1,3,0,2,0,1
1273,1,3,2,2,1,1,0,2,1,1,3,1,3,0,0,1,3,1,1,0,2,1,1,1,1,1,3,3,1,0,2,1,0,3,1,3,1,3,2,2,1,3,0,1,2,0,1,0,3,1,1,1,3,2,0,2,2,2,1,0,1
1274,1,1,3,1,1,1,1,0,1,1,1,0,1,1,3,2,3,1,1,0,1,1,1,2,1,1,1,2,1,0,2,0,3,1,2,1,3,3,1,1,3,2,2,0,2,1,1,0,2,2,1,0,0,2,0,0,1,3,1,1,0
1275,1,2,2,2,1,2,2,2,3,1,3,1,0,2,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,0,2,2,1,3,1,1,1,0,1,3,1,1,0,3,2,0,0,2,3,0,3,3,3,1,3,3,1,0,1,0,3
1276,1,2,2,0,1,2,2,2,2,1,3,2,0,1,1,0,1,2,2,2,2,2,1,2,2,2,2,1,1,0,2,2,2,3,1,3,1,0,1,0,1,1,1,3,1,1,0,2,3,2,2,0,3,2,3,2,3,2,2,1,3
1277,1,2,3,2,3,1,3,2,0,0,3,3,3,3,1,3,2,0,1,3,1,3,3,1,1,1,2,3,1,0,2,0,0,1,0,1,1,1,0,0,0,2,0,1,0,1,0,1,2,3,2,0,1,1,1,0,1,1,0,3,1
1278,1,0,2,2,2,1,1,1,1,3,1,0,1,1,3,3,1,1,1,1,3,1,1,3,3,3,1,1,1,0,2,0,2,1,1,2,3,1,3,3,1,1,1,0,2,1,1,1,0,1,1,0,3,1,1,1,1,0,3,1,2
1279,1,2,3,1,1,1,1,3,1,0,1,0,2,2,2,1,0,3,3,3,3,1,3,3,1,1,1,0,1,0,2,2,3,2,2,0,0,0,0,2,2,0,2,2,2,0,2,1,3,2,1,3,1,3,1,0,2,2,1,3,2
1280,1,2,0,1,1,0,2,2,3,1,3,3,3,3,3,3,3,3,3,2,3,3,1,3,0,1,1,1,1,0,2,1,1,0,2,1,0,0,1,0,2,3,2,1,1,1,0,2,2,2,1,3,1,3,2,0,3,2,0,2,3
1281,1,2,0,0,3,3,3,2,3,3,1,0,3,2,0,1,3,0,3,3,2,3,2,3,3,1,3,2,3,0,2,1,1,3,2,0,2,0,1,0,2,1,3,2,1,1,3,2,3,2,3,2,2,2,0,1,3,2,0,2,0
1282,1,2,2,2,1,2,2,2,3,1,3,1,0,2,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,0,2,2,1,3,1,1,1,0,1,3,1,1,0,3,2,0,2,2,3,0,3,3,3,1,3,0,1,0,1,1,2
1283,1,2,2,2,0,1,2,2,2,1,3,2,0,1,1,0,1,2,2,2,2,2,1,2,2,2,2,1,1,0,2,2,2,3,1,3,1,0,1,0,1,1,1,3,1,1,0,2,0,2,2,0,3,2,3,0,1,2,2,1,3
1284,1,3,2,3,1,3,2,0,0,3,3,3,3,1,3,2,0,1,3,1,3,3,1,1,1,2,3,2,1,0,2,0,0,1,0,1,1,1,0,0,0,2,0,1,0,1,0,1,2,3,2,0,1,1,1,0,1,1,0,3,1
1285,1,0,2,2,2,1,1,1,1,3,1,0,1,1,3,3,1,1,1,1,3,1,1,3,3,3,1,1,1,0,2,0,2,1,1,0,3,1,3,3,1,1,1,0,2,1,1,1,0,1,1,0,3,1,1,1,1,0,3,1,2
1286,1,2,3,1,1,1,1,3,1,0,1,0,2,2,2,1,0,3,3,3,3,1,3,3,1,1,1,0,1,0,2,2,3,2,2,0,0,0,0,2,2,0,2,2,2,0,2,1,3,2,1,3,1,3,1,0,2,2,1,3,2
1287,1,2,0,1,1,0,2,2,3,1,3,3,3,3,3,3,3,3,3,2,3,3,1,3,0,1,1,1,1,0,2,1,1,0,2,1,0,0,1,0,2,3,2,1,1,1,0,2,2,2,1,3,1,3,2,0,3,2,0,2,3
1288,1,2,0,0,3,3,3,2,3,3,1,0,3,2,0,1,3,0,3,3,2,3,2,3,3,1,3,2,3,0,2,1,1,3,2,0,2,0,1,0,2,1,3,2,1,1,3,2,3,2,3,2,2,2,0,1,3,2,0,2,0
